fuel_purchase_id,trip_id,truck_id,driver_id,purchase_date,location_city,location_state,gallons,price_per_gallon,total_cost,fuel_card_number
FUEL00000475,TRIP00019419,TRK00101,DRV00097,"2022-09-06 11:00:00",Denver,OH,98,4.798,470.2,FC915671
FUEL00000476,TRIP00065604,TRK00059,DRV00084,"2024-04-25 02:00:00",Nashville,FL,64.5,3.397,219.11,FC893928
FUEL00000477,TRIP00071501,TRK00030,DRV00029,"2024-07-07 06:00:00",Denver,AZ,55.1,3.329,183.43,FC402042
FUEL00000478,TRIP00059170,TRK00025,DRV00145,"2024-02-02 22:00:00",Houston,NY,191.9,4.018,771.05,FC999573
FUEL00000479,TRIP00035521,TRK00025,DRV00011,"2023-03-31 07:00:00",Atlanta,TX,55.9,3.738,208.95,FC460037
FUEL00000480,TRIP00083609,TRK00059,DRV00126,"2024-12-08 06:00:00",Nashville,NV,178.5,3.695,659.56,FC308242
FUEL00000481,TRIP00057068,TRK00107,DRV00058,"2024-01-05 04:00:00",Dallas,OR,59.7,3.926,234.38,FC735704
FUEL00000482,TRIP00071396,TRK00092,DRV00077,"2024-07-05 06:00:00",Dallas,MN,57.1,3.977,227.09,FC420397
FUEL00000483,TRIP00013113,TRK00009,DRV00009,"2022-06-17 10:00:00",Dallas,CA,56.4,4.55,256.62,FC195242
FUEL00000484,TRIP00003509,TRK00060,DRV00132,"2022-02-16 07:00:00","Oklahoma City",PA,85.1,4.561,388.14,FC414337
FUEL00000485,TRIP00043083,TRK00105,DRV00034,"2023-07-08 05:00:00",Philadelphia,GA,53,3.601,190.85,FC931120
FUEL00000486,TRIP00044171,TRK00019,,"2023-07-21 04:00:00","New York",PA,52.8,3.404,179.73,FC761945
FUEL00000487,TRIP00077372,TRK00024,DRV00127,"2024-09-21 00:00:00",Phoenix,WA,199.5,4.029,803.79,FC706147
FUEL00000488,TRIP00057573,TRK00095,DRV00002,"2024-01-11 22:00:00",Houston,IL,173.3,3.207,555.77,FC878018
FUEL00000489,TRIP00021791,TRK00083,DRV00032,"2022-10-06 16:00:00",Detroit,IL,147,4.695,690.17,FC717281
FUEL00000490,TRIP00027322,TRK00008,DRV00075,"2022-12-15 11:00:00",Milwaukee,MO,183.7,4.809,883.41,FC508933
FUEL00000491,TRIP00021903,TRK00076,DRV00014,"2022-10-07 04:00:00","Las Vegas",CA,197.2,3.609,711.69,FC246436
FUEL00000492,TRIP00084960,TRK00035,DRV00074,"2024-12-26 01:00:00","Kansas City",IL,117.5,3.558,418.06,FC240120
FUEL00000493,TRIP00077186,TRK00053,DRV00114,"2024-09-18 22:00:00",Minneapolis,NV,192.4,3.536,680.33,FC660231
FUEL00000494,TRIP00020682,TRK00014,DRV00138,"2022-09-22 09:00:00",Charlotte,NE,148.3,4.725,700.72,FC530789
FUEL00000495,TRIP00071567,,DRV00113,"2024-07-09 13:00:00",Miami,GA,51.9,3.379,175.37,FC241091
FUEL00000496,TRIP00054034,TRK00111,DRV00018,"2023-11-28 00:00:00",Houston,MI,97,3.379,327.76,FC855297
FUEL00000497,TRIP00031607,TRK00031,DRV00097,"2023-02-10 03:00:00",Seattle,TN,112.9,4.392,495.86,FC636081
FUEL00000498,TRIP00015170,TRK00054,DRV00026,"2022-07-15 22:00:00",Denver,PA,72,4.854,349.49,FC573374
FUEL00000499,TRIP00071151,TRK00091,DRV00014,"2024-07-04 05:00:00","Kansas City",MI,66.5,3.38,224.77,FC949504
FUEL00000500,TRIP00033612,TRK00016,DRV00057,"2023-03-08 02:00:00",Minneapolis,NE,132.7,4.176,554.16,FC482581
FUEL00000501,TRIP00075317,TRK00110,DRV00141,"2024-08-26 04:00:00",Phoenix,NV,58.9,3.748,220.76,FC355583
FUEL00000502,TRIP00022831,TRK00097,DRV00049,"2022-10-18 11:00:00","Salt Lake City",MN,145.8,4.492,654.93,FC752616
FUEL00000503,TRIP00041223,TRK00078,DRV00129,"2023-06-13 00:00:00",Charlotte,TN,85,4.371,371.54,FC971507
FUEL00000504,TRIP00001755,TRK00008,DRV00113,"2022-01-25 00:00:00",Dallas,PA,140.1,4.534,635.21,FC515858
FUEL00000505,TRIP00035816,TRK00053,DRV00058,"2023-04-05 17:00:00",Dallas,TN,156,3.599,561.44,FC779624
FUEL00000506,TRIP00032927,TRK00069,DRV00065,"2023-02-27 22:00:00",Milwaukee,MN,118.5,4.086,484.19,FC190910
FUEL00000507,TRIP00054688,TRK00101,DRV00050,"2023-12-06 19:00:00",Dallas,OK,130.2,4.337,564.68,FC608419
FUEL00000508,TRIP00004099,TRK00067,DRV00100,"2022-02-23 18:00:00",Portland,MN,55.1,3.484,191.97,FC474133
FUEL00000509,TRIP00065970,TRK00051,DRV00039,"2024-04-28 09:00:00",Omaha,TN,107.6,3.176,341.74,FC231132
FUEL00000510,TRIP00001302,TRK00036,DRV00004,"2022-01-18 00:00:00",Philadelphia,AZ,160.6,3.918,629.23,FC850181
FUEL00000511,TRIP00027476,,DRV00001,"2022-12-18 05:00:00",Memphis,UT,159.1,3.983,633.7,FC902782
FUEL00000512,TRIP00062389,TRK00057,DRV00143,"2024-03-12 14:00:00",Nashville,MN,187.2,3.562,666.81,FC922830
FUEL00000513,TRIP00048658,,DRV00057,"2023-09-17 01:00:00","Oklahoma City",GA,192.2,4.219,810.89,FC108470
FUEL00000514,TRIP00031938,TRK00078,DRV00050,"2023-02-12 08:00:00","Oklahoma City",IN,54.5,3.489,190.15,FC461068
FUEL00000515,TRIP00049643,TRK00111,DRV00011,"2023-09-30 00:00:00",Nashville,CO,162.8,3.401,553.68,FC431617
FUEL00000516,TRIP00005438,TRK00035,DRV00066,"2022-03-10 05:00:00",Miami,TN,192.1,3.919,752.84,FC225518
FUEL00000517,TRIP00060558,TRK00093,DRV00109,"2024-02-19 18:00:00",Phoenix,OK,145,3.599,521.86,FC560999
FUEL00000518,TRIP00024340,TRK00112,DRV00038,"2022-11-08 01:00:00",Atlanta,MO,175,3.637,636.48,FC291067
FUEL00000519,TRIP00010407,TRK00040,DRV00147,"2022-05-15 09:00:00",Columbus,OK,72,4.617,332.42,FC895137
FUEL00000520,TRIP00030952,TRK00051,DRV00033,"2023-02-02 19:00:00",Atlanta,PA,191.3,4.427,846.89,FC273684
FUEL00000521,TRIP00060849,TRK00111,DRV00122,"2024-02-22 22:00:00",Miami,IN,96.6,3.763,363.51,FC214991
FUEL00000522,TRIP00011893,TRK00101,DRV00113,"2022-06-03 21:00:00","Oklahoma City",OK,74.2,4.83,358.39,FC935785
FUEL00000523,TRIP00008714,TRK00007,DRV00150,"2022-04-24 01:00:00",Indianapolis,NY,187.7,4.1,769.57,FC603500
FUEL00000524,TRIP00025068,TRK00016,DRV00060,"2022-11-18 05:00:00",Memphis,OR,144,3.975,572.4,FC216580
FUEL00000525,TRIP00016978,TRK00035,DRV00069,"2022-08-06 02:00:00",Chicago,NE,153.7,4.785,735.45,FC383535
FUEL00000526,TRIP00049263,TRK00006,DRV00101,"2023-09-28 00:00:00",Denver,PA,75.8,3.753,284.48,FC853728
FUEL00000527,TRIP00077909,TRK00045,DRV00063,"2024-09-27 13:00:00","Oklahoma City",NY,165.6,3.71,614.38,FC443976
FUEL00000528,TRIP00068612,TRK00013,DRV00029,"2024-06-01 22:00:00",Indianapolis,GA,93.5,3.572,333.98,FC775786
FUEL00000529,TRIP00022483,TRK00108,DRV00053,"2022-10-14 11:00:00",Atlanta,FL,88.1,4.137,364.47,FC803699
FUEL00000530,TRIP00068947,TRK00011,DRV00094,"2024-06-04 10:00:00",Milwaukee,TX,187.6,3.166,593.94,FC684162
FUEL00000531,TRIP00047601,TRK00043,DRV00077,"2023-09-04 12:00:00","Los Angeles",MO,51,3.985,203.23,FC559791
FUEL00000532,TRIP00060093,TRK00013,DRV00091,"2024-02-13 17:00:00",Milwaukee,NC,138.2,3.795,524.47,FC664336
FUEL00000533,TRIP00046612,TRK00004,DRV00150,"2023-08-23 13:00:00",Charlotte,OR,86.5,3.431,296.78,FC149957
FUEL00000534,TRIP00030281,TRK00023,DRV00090,"2023-01-23 06:00:00",Milwaukee,OR,77.8,3.309,257.44,FC774368
FUEL00000535,TRIP00050526,TRK00019,DRV00055,"2023-10-12 05:00:00",Atlanta,IL,71.2,4.181,297.69,FC195945
FUEL00000536,TRIP00040107,TRK00098,DRV00112,"2023-05-30 00:00:00","New York",TN,176.5,3.648,643.87,FC683477
FUEL00000537,TRIP00042083,TRK00083,DRV00051,"2023-06-26 11:00:00",Nashville,NY,152.3,3.277,499.09,FC835555
FUEL00000538,TRIP00077359,TRK00062,DRV00053,"2024-09-21 07:00:00",Houston,NC,195.1,4.102,800.3,FC683916
FUEL00000539,TRIP00055610,TRK00116,DRV00120,"2023-12-18 01:00:00","Oklahoma City",GA,197.6,3.625,716.3,FC439167
FUEL00000540,TRIP00024446,TRK00063,DRV00084,"2022-11-10 06:00:00","Kansas City",TN,72.4,3.894,281.93,FC528134
FUEL00000541,TRIP00082845,TRK00019,DRV00103,"2024-11-29 07:00:00","Oklahoma City",TX,187.9,4.056,762.12,FC770603
FUEL00000542,TRIP00053852,TRK00120,DRV00108,"2023-11-25 00:00:00",Charlotte,CO,69.4,4.363,302.79,FC902176
FUEL00000543,TRIP00002787,TRK00071,DRV00099,"2022-02-07 12:00:00",Houston,IN,192.5,4.851,933.82,FC111777
FUEL00000544,TRIP00010090,TRK00050,DRV00023,"2022-05-12 07:00:00",Dallas,OH,155.1,4.763,738.74,FC517836
FUEL00000545,TRIP00057828,TRK00057,DRV00002,"2024-01-15 23:00:00",Miami,MO,74.2,3.38,250.8,FC707302
FUEL00000546,TRIP00041472,TRK00090,DRV00047,"2023-06-17 01:00:00",Phoenix,TN,77,3.524,271.35,FC272486
FUEL00000547,TRIP00008100,TRK00019,DRV00087,"2022-04-16 15:00:00",Columbus,TN,180.6,4.643,838.53,FC423910
FUEL00000548,TRIP00085063,TRK00105,DRV00020,"2024-12-29 17:00:00","Los Angeles",TX,63.6,3.706,235.7,FC546259
FUEL00000549,TRIP00015182,TRK00015,DRV00054,"2022-07-15 21:00:00",Milwaukee,OH,56.8,4.811,273.26,FC403281
FUEL00000550,TRIP00021607,TRK00115,DRV00112,"2022-10-03 01:00:00","New York",IN,156.2,4.549,710.55,FC723543
FUEL00000551,TRIP00021553,TRK00026,DRV00059,"2022-10-05 05:00:00",Indianapolis,MO,62.3,5,311.5,FC416448
FUEL00000552,TRIP00000919,TRK00058,DRV00064,"2022-01-13 04:00:00",Charlotte,TN,94.9,4.996,474.12,FC994623
FUEL00000553,TRIP00004188,TRK00025,DRV00102,"2022-02-24 23:00:00","Los Angeles",OH,154.3,3.523,543.6,FC570095
FUEL00000554,TRIP00057572,TRK00052,DRV00117,"2024-01-13 01:00:00",Philadelphia,CA,196.8,3.554,699.43,FC232776
FUEL00000555,TRIP00047906,TRK00068,DRV00014,"2023-09-07 01:00:00",Portland,CO,107,3.971,424.9,FC242086
FUEL00000556,TRIP00021868,TRK00058,DRV00033,"2022-10-10 00:00:00",Atlanta,TN,76.2,3.939,300.15,FC134488
FUEL00000557,TRIP00077755,TRK00012,DRV00013,"2024-09-25 02:00:00",Minneapolis,CA,173.5,3.491,605.69,FC411735
FUEL00000558,TRIP00024092,TRK00052,DRV00039,"2022-11-05 04:00:00",Chicago,GA,118,4.296,506.93,FC438424
FUEL00000559,TRIP00025222,TRK00010,DRV00126,"2022-11-18 19:00:00","Los Angeles",TN,162.7,3.868,629.32,FC888235
FUEL00000560,TRIP00006436,TRK00015,DRV00074,"2022-03-25 13:00:00","Las Vegas",MO,69.3,4.269,295.84,FC327130
FUEL00000561,TRIP00000161,TRK00029,DRV00114,"2022-01-04 03:00:00","Salt Lake City",IN,151.2,3.62,547.34,FC596311
FUEL00000562,TRIP00014999,TRK00084,DRV00057,"2022-07-11 22:00:00",Phoenix,NY,124.9,4.504,562.55,FC762544
FUEL00000563,TRIP00025025,TRK00059,DRV00022,"2022-11-17 13:00:00",Houston,FL,56,4.834,270.7,FC421802
FUEL00000564,TRIP00037474,TRK00069,DRV00034,"2023-04-25 13:00:00",Columbus,MI,63.3,3.539,224.02,FC866636
FUEL00000565,TRIP00015939,TRK00039,DRV00097,"2022-07-24 07:00:00","New York",NE,144.8,3.418,494.93,FC958446
FUEL00000566,TRIP00072827,TRK00110,DRV00070,"2024-07-23 17:00:00",Seattle,NE,114.4,3.698,423.05,FC681676
FUEL00000567,TRIP00025622,TRK00076,DRV00056,"2022-11-23 03:00:00",Denver,UT,95.1,4,380.4,FC901711
FUEL00000568,TRIP00014962,TRK00064,DRV00028,"2022-07-11 15:00:00",Minneapolis,CA,177.8,4.016,714.04,FC670753
FUEL00000569,TRIP00018794,TRK00002,DRV00089,"2022-08-29 04:00:00",Atlanta,OH,167.2,4.069,680.34,FC429614
FUEL00000570,TRIP00027024,TRK00006,DRV00121,"2022-12-12 22:00:00",Portland,GA,77.8,4.179,325.13,FC917354
FUEL00000571,TRIP00000164,TRK00045,DRV00069,"2022-01-03 15:00:00",Detroit,NC,102.5,3.717,380.99,FC467043
FUEL00000572,TRIP00053984,TRK00097,DRV00139,"2023-11-27 15:00:00",Phoenix,OH,119.7,3.645,436.31,FC117483
FUEL00000573,TRIP00066730,TRK00019,DRV00058,"2024-05-09 18:00:00",Portland,UT,175.4,4.142,726.51,FC460155
FUEL00000574,TRIP00025956,TRK00090,DRV00015,"2022-11-27 14:00:00","Los Angeles",FL,129.6,3.404,441.16,FC229559
FUEL00000575,TRIP00051267,TRK00070,DRV00132,"2023-10-22 06:00:00",Dallas,UT,99.2,4.309,427.45,FC799123
FUEL00000576,TRIP00077321,TRK00068,DRV00112,"2024-09-21 02:00:00","Las Vegas",MI,157.3,3.754,590.5,FC694629
FUEL00000577,TRIP00020044,TRK00073,DRV00010,"2022-09-15 02:00:00",Columbus,NV,139.8,3.731,521.59,FC899143
FUEL00000578,TRIP00040239,TRK00115,DRV00090,"2023-06-02 03:00:00",Minneapolis,OR,53.7,3.836,205.99,FC916746
FUEL00000579,TRIP00006670,TRK00007,DRV00047,"2022-03-27 22:00:00",Omaha,MO,112,4.045,453.04,FC956808
FUEL00000580,TRIP00060365,TRK00059,DRV00103,"2024-02-17 15:00:00",Houston,IL,156.6,3.432,537.45,FC912300
FUEL00000581,TRIP00051453,TRK00086,DRV00111,"2023-10-23 17:00:00",Houston,NY,134.1,4.123,552.89,FC596120
FUEL00000582,TRIP00072881,TRK00025,DRV00105,"2024-07-25 12:00:00",Chicago,TN,194.5,3.783,735.79,FC181242
FUEL00000583,TRIP00024160,TRK00036,DRV00119,"2022-11-04 09:00:00","Los Angeles",MN,157,4.259,668.66,FC439186
FUEL00000584,TRIP00057205,TRK00116,DRV00056,"2024-01-07 05:00:00",Nashville,GA,77.5,3.685,285.59,FC571634
FUEL00000585,TRIP00058697,TRK00067,DRV00057,"2024-01-28 14:00:00",Indianapolis,NV,123.5,3.457,426.94,FC870197
FUEL00000586,TRIP00057214,TRK00098,DRV00128,"2024-01-08 07:00:00",Miami,WI,61.7,3.61,222.74,FC810208
FUEL00000587,TRIP00053527,TRK00036,DRV00058,"2023-11-21 16:00:00",Detroit,NY,56,3.857,215.99,FC267283
FUEL00000588,TRIP00077300,TRK00078,DRV00071,"2024-09-20 06:00:00",Portland,CA,72.9,3.535,257.7,FC781713
FUEL00000589,TRIP00064086,TRK00096,DRV00043,"2024-04-04 18:00:00","Kansas City",IN,106.4,4.125,438.9,FC933555
FUEL00000590,TRIP00007813,TRK00096,DRV00061,"2022-04-11 06:00:00",Memphis,PA,151.9,4.829,733.53,FC196107
FUEL00000591,TRIP00034966,TRK00099,DRV00126,"2023-03-24 04:00:00",Charlotte,AZ,130.5,3.328,434.3,FC791504
FUEL00000592,TRIP00019908,TRK00039,DRV00050,"2022-09-12 17:00:00","Salt Lake City",TN,147.7,4.75,701.57,FC835184
FUEL00000593,TRIP00021820,TRK00038,DRV00094,"2022-10-08 17:00:00","Kansas City",TN,147.5,3.93,579.68,FC192347
FUEL00000594,TRIP00069410,TRK00038,DRV00125,"2024-06-11 04:00:00","Kansas City",NE,146.6,3.43,502.84,FC211146
FUEL00000595,TRIP00057077,TRK00116,DRV00129,"2024-01-06 11:00:00",Portland,NE,79.8,4.001,319.28,FC709538
FUEL00000596,TRIP00069816,TRK00070,DRV00070,"2024-06-16 12:00:00","Los Angeles",NV,85.8,4.135,354.78,FC386098
FUEL00000597,TRIP00023284,TRK00012,DRV00062,"2022-10-24 01:00:00",Miami,OH,175.1,4.563,798.98,FC838530
FUEL00000598,TRIP00068408,TRK00014,DRV00036,"2024-05-28 18:00:00",Houston,MN,60.4,3.678,222.15,FC976414
FUEL00000599,TRIP00071183,TRK00007,DRV00123,"2024-07-03 05:00:00","Kansas City",WI,153.6,3.721,571.55,FC128626
FUEL00000600,TRIP00029324,TRK00073,DRV00095,"2023-01-11 11:00:00",Milwaukee,UT,194.2,4.067,789.81,FC513830
FUEL00000601,TRIP00082767,TRK00107,DRV00122,"2024-11-27 18:00:00",Omaha,TX,78.9,3.456,272.68,FC272005
FUEL00000602,TRIP00057298,TRK00043,DRV00026,"2024-01-10 16:00:00",Phoenix,OR,172.6,3.509,605.65,FC990007
FUEL00000603,TRIP00010356,TRK00048,DRV00100,"2022-05-13 10:00:00",Denver,MN,135.9,3.977,540.47,FC653087
FUEL00000604,TRIP00042952,TRK00090,DRV00150,"2023-07-07 23:00:00",Dallas,GA,183.9,3.435,631.7,FC457016
FUEL00000605,TRIP00078596,TRK00061,DRV00024,"2024-10-07 05:00:00",Detroit,TX,102.1,3.749,382.77,FC752970
FUEL00000606,TRIP00084699,TRK00089,DRV00109,"2024-12-22 20:00:00","Los Angeles",AZ,193.8,3.954,766.29,FC410268
FUEL00000607,TRIP00012355,TRK00064,DRV00050,"2022-06-09 21:00:00",Milwaukee,CO,66.5,3.477,231.22,FC795141
FUEL00000608,TRIP00030212,TRK00048,DRV00144,"2023-01-23 05:00:00",Nashville,FL,170.5,4.09,697.35,FC990412
FUEL00000609,TRIP00031064,TRK00105,DRV00122,"2023-02-01 00:00:00",Milwaukee,IN,159.6,3.791,605.04,FC446560
FUEL00000610,TRIP00040090,TRK00068,DRV00003,"2023-05-29 07:00:00",Dallas,OR,183.4,3.614,662.81,FC362131
FUEL00000611,TRIP00019343,TRK00084,DRV00130,"2022-09-04 03:00:00",Atlanta,OK,71,4.325,307.07,FC830166
FUEL00000612,TRIP00037054,TRK00093,DRV00128,"2023-04-22 03:00:00",Columbus,PA,66.9,4.278,286.2,FC207937
FUEL00000613,TRIP00066811,,DRV00150,"2024-05-10 20:00:00",Houston,AZ,80.3,3.187,255.92,FC828441
FUEL00000614,TRIP00033037,TRK00065,DRV00070,"2023-03-01 05:00:00",Atlanta,TN,124.6,4.079,508.24,FC539182
FUEL00000615,TRIP00059298,TRK00026,DRV00139,"2024-02-02 07:00:00",Portland,NV,107.9,3.676,396.64,FC594694
FUEL00000616,TRIP00008441,TRK00023,DRV00105,"2022-04-20 19:00:00",Indianapolis,NE,125.6,3.761,472.38,FC671135
FUEL00000617,TRIP00044880,TRK00052,DRV00054,"2023-07-30 14:00:00","Kansas City",MI,106.1,3.708,393.42,FC364083
FUEL00000618,TRIP00002981,TRK00080,DRV00104,"2022-02-07 13:00:00","Los Angeles",TX,81.1,3.504,284.17,FC541034
FUEL00000619,TRIP00024004,TRK00050,DRV00078,"2022-11-04 08:00:00",Dallas,MI,166.7,4.126,687.8,FC762002
FUEL00000620,TRIP00016652,TRK00044,DRV00102,"2022-08-01 09:00:00",Minneapolis,TX,192.1,3.765,723.26,FC715849
FUEL00000621,TRIP00051922,TRK00041,DRV00062,"2023-10-31 03:00:00",Indianapolis,MO,187,4.151,776.24,FC897119
FUEL00000622,TRIP00001748,TRK00030,DRV00058,"2022-01-23 07:00:00",Nashville,CA,131.3,4.905,644.03,FC954599
FUEL00000623,TRIP00076276,,DRV00018,"2024-09-06 09:00:00",Seattle,OR,137.1,3.759,515.36,FC134340
FUEL00000624,TRIP00081447,TRK00116,DRV00083,"2024-11-12 21:00:00",Phoenix,TN,57,3.882,221.27,FC514516
FUEL00000625,TRIP00034782,TRK00108,DRV00098,"2023-03-22 01:00:00","Salt Lake City",IL,106.5,4.243,451.88,FC440886
FUEL00000626,TRIP00014790,TRK00014,DRV00047,"2022-07-09 06:00:00","Las Vegas",NV,155.7,4.898,762.62,FC159790
FUEL00000627,TRIP00002520,TRK00067,DRV00041,"2022-02-02 21:00:00",Omaha,TX,169.9,3.946,670.43,FC396138
FUEL00000628,TRIP00030787,TRK00084,DRV00091,"2023-01-31 02:00:00",Atlanta,TX,149.7,3.578,535.63,FC296097
FUEL00000629,TRIP00078296,TRK00112,DRV00149,"2024-10-02 00:00:00",Dallas,PA,121.4,3.189,387.14,FC622057
FUEL00000630,TRIP00044660,TRK00007,DRV00142,"2023-07-28 20:00:00",Columbus,FL,199,4.001,796.2,FC719530
FUEL00000631,TRIP00007932,TRK00093,,"2022-04-12 05:00:00",Philadelphia,NE,188.2,3.929,739.44,FC182892
FUEL00000632,TRIP00029454,TRK00062,DRV00090,"2023-01-12 20:00:00","Los Angeles",TN,60.4,3.481,210.25,FC618314
FUEL00000633,TRIP00044476,TRK00071,DRV00002,"2023-07-25 10:00:00",Denver,NV,61.9,4.445,275.15,FC698865
FUEL00000634,TRIP00053071,TRK00073,DRV00012,"2023-11-14 13:00:00",Charlotte,NY,101.2,3.501,354.3,FC933126
FUEL00000635,TRIP00040104,TRK00007,DRV00098,"2023-05-30 08:00:00",Chicago,NE,55.6,3.312,184.15,FC142742
FUEL00000636,TRIP00071771,TRK00001,DRV00095,"2024-07-12 06:00:00",Milwaukee,PA,178.5,3.978,710.07,FC318944
FUEL00000637,TRIP00067343,TRK00043,DRV00049,"2024-05-16 23:00:00",Portland,WA,148.7,3.33,495.17,FC447609
FUEL00000638,TRIP00078218,TRK00008,DRV00054,"2024-10-01 00:00:00",Philadelphia,FL,89.9,3.348,300.99,FC363110
FUEL00000639,TRIP00012223,TRK00006,DRV00119,"2022-06-08 06:00:00",Atlanta,MI,74.9,4.17,312.33,FC600320
FUEL00000640,TRIP00022276,TRK00098,DRV00091,"2022-10-13 23:00:00",Houston,CA,122.8,4.767,585.39,FC479740
FUEL00000641,TRIP00053587,TRK00111,DRV00125,"2023-11-22 13:00:00","Los Angeles",OH,196.4,4.159,816.83,FC512363
FUEL00000642,TRIP00015896,TRK00107,DRV00035,"2022-07-24 10:00:00","Los Angeles",FL,93,4.205,391.06,FC506566
FUEL00000643,TRIP00064170,TRK00082,DRV00053,"2024-04-06 22:00:00","Kansas City",OR,168.4,3.855,649.18,FC938623
FUEL00000644,TRIP00080975,TRK00078,DRV00113,"2024-11-04 03:00:00","Los Angeles",TN,79.5,3.561,283.1,FC415849
FUEL00000645,TRIP00056434,TRK00049,DRV00039,"2023-12-28 18:00:00",Dallas,NY,102.9,4.411,453.89,FC589594
FUEL00000646,TRIP00026299,TRK00024,DRV00036,"2022-12-03 09:00:00",Seattle,MI,137.4,4.149,570.07,FC313774
FUEL00000647,TRIP00057334,TRK00030,,"2024-01-09 02:00:00",Philadelphia,MI,60,3.499,209.94,FC760389
FUEL00000648,TRIP00033258,TRK00068,DRV00088,"2023-03-02 21:00:00",Atlanta,FL,134,4.089,547.93,FC106228
FUEL00000649,TRIP00027692,TRK00065,DRV00049,"2022-12-20 23:00:00",Milwaukee,AZ,51.1,3.431,175.32,FC244598
FUEL00000650,TRIP00058205,TRK00041,DRV00126,"2024-01-20 22:00:00",Chicago,CO,120,3.731,447.72,FC758222
FUEL00000651,TRIP00060243,TRK00083,DRV00050,"2024-02-16 06:00:00",Nashville,TN,128.8,3.39,436.63,FC781902
FUEL00000652,TRIP00047635,TRK00098,DRV00029,"2023-09-06 02:00:00",Milwaukee,OK,165.4,3.467,573.44,FC769136
FUEL00000653,TRIP00066705,TRK00059,DRV00079,"2024-05-09 21:00:00",Charlotte,NV,55,4.142,227.81,FC114845
FUEL00000654,TRIP00013388,TRK00041,DRV00014,"2022-06-22 22:00:00",Phoenix,OK,178,3.887,691.89,FC272310
FUEL00000655,TRIP00046834,TRK00014,DRV00017,"2023-08-27 01:00:00",Philadelphia,GA,61.9,3.31,204.89,FC158733
FUEL00000656,TRIP00027668,TRK00090,DRV00104,"2022-12-21 16:00:00","Kansas City",OR,192.5,4.034,776.54,FC678812
FUEL00000657,TRIP00073620,TRK00043,DRV00125,"2024-08-02 10:00:00","Kansas City",OK,165.5,3.276,542.18,FC773599
FUEL00000658,TRIP00029147,TRK00069,DRV00100,"2023-01-09 23:00:00",Nashville,NC,182.2,4.132,752.85,FC729826
FUEL00000659,TRIP00025986,TRK00048,DRV00033,"2022-11-29 16:00:00","Las Vegas",IL,159.6,4.999,797.84,FC419481
FUEL00000660,TRIP00028735,TRK00101,DRV00122,"2023-01-04 13:00:00",Nashville,MO,103.8,3.812,395.69,FC735048
FUEL00000661,TRIP00026197,TRK00073,DRV00003,"2022-11-30 02:00:00",Detroit,MI,179,4.54,812.66,FC531807
FUEL00000662,TRIP00008864,TRK00007,DRV00102,"2022-04-26 02:00:00","Salt Lake City",MI,167.7,3.905,654.87,FC256032
FUEL00000663,TRIP00041482,TRK00068,DRV00121,"2023-06-18 17:00:00","Los Angeles",IL,143.6,3.338,479.34,FC212336
FUEL00000664,TRIP00006619,TRK00004,DRV00043,"2022-03-29 10:00:00",Portland,OH,141.3,3.889,549.52,FC780968
FUEL00000665,TRIP00075435,TRK00105,DRV00057,"2024-08-26 17:00:00",Atlanta,MO,192.7,3.815,735.15,FC676802
FUEL00000666,TRIP00001218,TRK00067,DRV00026,"2022-01-16 18:00:00","New York",OK,121.1,3.544,429.18,FC656365
FUEL00000667,TRIP00067493,TRK00076,DRV00104,"2024-05-18 04:00:00",Detroit,NE,188.2,3.912,736.24,FC265470
FUEL00000668,TRIP00007509,TRK00074,DRV00130,"2022-04-07 08:00:00",Seattle,NE,132.3,4.19,554.34,FC260967
FUEL00000669,TRIP00077410,TRK00062,DRV00060,"2024-09-22 05:00:00",Detroit,WA,194.9,3.455,673.38,FC917216
FUEL00000670,TRIP00015797,TRK00079,DRV00083,"2022-07-23 17:00:00",Philadelphia,OK,177.2,3.462,613.47,FC910234
FUEL00000671,TRIP00043871,TRK00029,DRV00125,"2023-07-17 19:00:00",Houston,CO,179.6,3.797,681.94,FC351937
FUEL00000672,TRIP00066204,TRK00071,DRV00105,"2024-05-01 03:00:00",Atlanta,CO,63.4,3.263,206.87,FC801333
FUEL00000673,TRIP00002229,TRK00013,DRV00025,"2022-01-30 03:00:00","Oklahoma City",MI,62.3,4.874,303.65,FC437216
FUEL00000674,TRIP00001355,TRK00106,DRV00033,"2022-01-18 09:00:00",Memphis,FL,98.9,4.718,466.61,FC430648
FUEL00000675,TRIP00038021,TRK00089,DRV00015,"2023-05-04 10:00:00",Philadelphia,WI,87.6,3.408,298.54,FC721512
FUEL00000676,TRIP00015528,TRK00105,DRV00100,"2022-07-18 16:00:00",Omaha,NV,135.8,4.677,635.14,FC171802
FUEL00000677,TRIP00062453,TRK00025,DRV00104,"2024-03-14 20:00:00","Kansas City",WI,79.8,3.168,252.81,FC235185
FUEL00000678,TRIP00000311,TRK00062,DRV00092,"2022-01-07 16:00:00","New York",AZ,51.2,4.225,216.32,FC546182
FUEL00000679,TRIP00062942,TRK00006,DRV00036,"2024-03-20 05:00:00","New York",AZ,173.2,3.996,692.11,FC438141
FUEL00000680,TRIP00083638,TRK00110,DRV00059,"2024-12-08 20:00:00",Chicago,FL,100.2,4.011,401.9,FC483307
FUEL00000681,TRIP00068296,TRK00080,DRV00062,"2024-05-29 05:00:00",Portland,MO,139.6,3.862,539.14,FC389879
